ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type
1,228,1,0.003273539144507,"...about the importance of being young, having friends, and most of all enjoying life. Through the experience of four friends, Ligabue shows to the audience how life was back in the 70's in a small italian village. the four carachters represent the four different aspects of human behavior; also the drug experience is well represented.",0,0.542983159252483,"...about the importance of being young, having friends, and most of all enjoying duration. Through the experience of four amis, Ligabue reflect to the audience how survive was back in the 70's in a small alitalia village. the four carachters represent the four different aspects of human behavior; also the drug experience is well represented.",Successful
1,102,1,0.439788543364044,"Yeah, it is. In fact, it's somewhere in my top 20 all time favorite movies. Number 15, I think. Anyways, I'm usually not one for plots, but I think plots work better in anime and RPG video games, (Final Fantasy 7, for example) and not movies. But this one has it all. Vivid drawings of planets, stars, an extremely well written screenplay. While this is not really for children, they can still watch it, it contains no graphic blood, guts and silicone. But I don't think they're going to understand it.",0,0.890192857068744,"Yeah, it is. In fact, it's somewhere in my top 20 all time favourite movies. Number 15, I think. Anyways, I'm usually not one for plots, but I think plots work better in anime and RPG video games, (Final Fantasy 7, for example) and not movies. But this one has it all. Vivid drawings of planets, stars, an extremely well written screenplay. While this is not really for children, they can still watch it, it contains no graphic blood, guts and silicone. But I don't think they're going to understand it.",Successful
0,387,0,1.23837794463455E-08,"I can barely find the words to express how utterly utterly awful this film is. I was sold on the promise of action, with Segal and stealth aircraft, which normally make for an entertaining action movie. I can honestly say I'd rather gouge my eyes out with a cocktail stick than have to see this film again. The acting was so awful that it was almost funny. The story was insanely weak, with plot holes so cavernously wide you could fly an F117 through them. The script was so poor, if I found out that a 10 year old wrote it I shouldn't be in the least surprised. The direction and production is so amateur, I wouldn't even hire these people to shoot my worst enemies wedding video. Utter Utter drivel. Those responsible for making this movie have cheapened the art, and they should be ashamed of themselves. Steven Segal should never ever show his face in public again, I can't imagine what made him agree to star in this, the worst film I have seen in my entire life.",1,0.63847498315928,"I can barely find the words to express how utterly utterly scary this film is. I was sold on the promise of action, with Segal and stealth aircraft, which normally make for an entertaining action movie. I can honestly say I'd rather gouge my eyes out with a cocktail stick than have to see this film again. The caretaker was so scary that it was almost funny. The story was insanely insecure, with plot holes so cavernously wide you could fly an F117 through them. The script was so poorer, if I found out that a 10 year old wrote it I shouldn't be in the least surprised. The direction and production is so amateur, I wouldn't even hire these people to shoot my greatest enemies wedding video. Utter Utter drivel. Those responsible for making this movie have cheapened the art, and they should be ashamed of themselves. Steven Segal should never ever show his face in public again, I can't imagine what made him agree to star in this, the greatest film I have seen in my entire life.",Successful
0,144,0,0.455796337962356,"In 2004, I liked it. Then it became very stupid. It suggests that kids are brainless. It insults children. Cartoon Network used to be great. One of the shows I liked was Hamtaro. It did manage to be interesting and imaginative in its approach to children programming. The show (Foster's Home for Imaginary Friends) is like putting 20 spoons of sugar in your Sprite. It seems as if today's television producers are only interested in making money, rather than engaging the imaginations of children and making money! Lately, my children are tuning in to the old shows (60's) to find something interesting to watch. Perhaps, in the absence of originality, for television to look to its past and recycle children's programing from days gone by.",1,0.743098528218428,"In 2004, I liked it. Then it became very stupid. It suggests that kids are brainless. It insults children. Cartoon Network used to be great. One of the shows I liked was Hamtaro. It did manage to be interesting and imaginative in its approach to children programming. The show (Foster's Home for Imaginary Friends) is like putting 20 spoons of sugar in your Sprite. It seems as if today's television producers are only interested in making money, rather than engaging the imaginations of children and making moneys! Lately, my children are tuning in to the old shows (60's) to find something interesting to watch. Perhaps, in the absence of originality, for television to look to its past and recycle children's programing from days gone by.",Successful
1,360,1,0.08849244480238,"A warm, sweet and remarkably charming film about two antagonistic workers in the same shop (James Stewart and Margaret Sullavan) who are carrying on a romance via mailbox without either of them knowing it. The key to this film's success is that Ernst Lubitsch keeps any syrupy sentimentality absent and calls on his actors to give low-key, unfussy performances. As a result, you fall in love with virtually all of them.<br /><br />There's a strong undercurrent of melancholy running through this film which I appreciated. Loneliness is a major theme, most obviously represented in the character of the shop's owner and manager, played wonderfully by Frank Morgan. He discovers that he's being cuckolded by his wife, and realizes that the successful life he's created for himself isn't enough to keep him from feeling lonely when he doesn't have a partner to share it. This makes the timid romance between Stewart and Sullavan all the more poignant, because they're both reaching out to this unseen other, who each thinks of as a soulmate before they've even met. Of course we know everything will turn out right in the end, but the movie doesn't let you forget the dismal feeling either of them would feel if they found that the reality didn't live up to the fantasy.<br /><br />Lubitsch fills his movie out with a crackerjack cast that has boatloads of chemistry. The little group of shop employees refers to itself throughout the movie as a little family, and that's exactly how it feels to us as well.<br /><br />This is a wonderful, unsung romance.<br /><br />Grade: A+",0,0.629080106601166,"A warm, sweet and remarkably charming film about two antagonistic workers in the same shop (James Stewart and Margaret Sullavan) who are carrying on a romance via mailbox without either of them knowing it. The key to this film's success is that Ernst Lubitsch keeps any syrupy sentimentality absent and calls on his actors to give low-key, unfussy performances. As a result, you fall in love with virtually all of them.<br /><br />There's a forte undercurrent of melancholy running through this film which I appreciated. Loneliness is a major theme, most obviously represented in the character of the shop's owner and manager, played wonderfully by Frank Morgan. He discovers that he's being cuckolded by his wife, and realizes that the successful life he's created for himself isn't enough to keep him from feeling lonely when he doesn't have a partner to share it. This makes the timid romance between Stewart and Sullavan all the more poignant, because they're both reaching out to this unseen other, who each thinks of as a soulmate before they've even met. Of course we know everything will turn out right in the end, but the movie doesn't let you forget the dismal feeling either of them would feel if they found that the reality didn't live up to the fantasy.<br /><br />Lubitsch fills his movie out with a crackerjack cast that has boatloads of chemistry. The little group of shop employees refers to itself throughout the movie as a little family, and that's exactly how it feels to us as well.<br /><br />This is a unbelievable, unsung romance.<br /><br />Grade: A+",Successful
0,564,0,7.29695470713665E-09,"Don't get fooled with all the big names like Burt Reynolds,James Woods and Anne Archer. They are just glorified extra's. Their scenes were probably filmed in one day or so. Whatever their motives for being in this movie, if you have an actor like James Woods you better make good use of him. To me this is a sign of bad direction through and through. The plot itself wasn't that bad. And the acting from most of the actors was above average. Cuba Gooding Jr. however was terrible. He was so unbelievable that I almost laughed at his dramatic scenes. And since this was meant as a serious movie that can't be a good thing. The action scenes were not bad,but they lacked that special punch to make it more exciting. Again better direction was needed. Also the pacing was wrong for a movie like this. It took the main character almost half an hour to get in action. For an action thriller of only 90 minutes that is far too slow. The only redeeming factor is Angie Harmon. She does her best to make it all work. Too bad the director left her hanging. Yes,this movie could have been much better with a great director. Andy Cheng is far too inexperienced as a director to pull it off. And for an action/stunt coordinator of his caliber you'd expect at least more exciting action scenes. Don't waste your time with this one. Avoid!",1,0.591563210491046,"Don't get fooled with all the big names like Burt Reynolds,James Woods and Anne Archer. They are just glorified extra's. Their scenes were probably filmed in one day or so. Whatever their motives for being in this movie, if you have an actor like James Woods you better make good use of him. To me this is a sign of dirty direction through and through. The plot itself wasn't that bad. And the acting from most of the actors was above average. Cuba Gooding Jr. however was scary. He was so unbelievable that I almost laughed at his dramatic scenes. And since this was meant as a serious movie that can't be a good thing. The action scenes were not wrong,but they lacked that special punch to make it more exciting. Again better direction was needed. Also the pacing was wrong for a movie like this. It took the main character almost half an timing to get in action. For an action thriller of only 90 moments that is much too slow. The only redeeming factor is Angie Harmon. She does her best to make it all work. Too wrong the director left her hanging. Yes,this movie could have been much best with a great director. Andy Cheng is far too inexperienced as a director to pull it off. And for an action/stunt coordinator of his caliber you'd expect at least more exciting action scenes. Don't losing your timing with this one. Avoiding!",Successful
0,181,0,0.06192407690815,"I give this movie a ONE, for it is truly an awful movie. Sound track of the DVD is so bad, it actually hurts my ear. But the vision, no matter how disjointed, does show something really fancy in the Italian society. I will not go into detail what actually was so shocking , but the various incidents are absolutely abnormal. So for the kink value, i give it one.Otherwise, the video, photography, acting of the adults actors /actresses are simply substandard, a practical jock to people who love foreign movies.Roberto, the main character, has full spectrum of emotions but exaggerated to the point of being unbelievable.however, the children in the movie are mostly 3/4 years old, and they are genuine and the movie provides glimpse of the Italian life..",1,0.586374333956689,"I give this movie a ONE, for it is truly an horrendous movie. Sound track of the DVD is so bad, it actually hurts my ear. But the vision, no matter how disjointed, does show something really fancy in the Italian society. I will not go into detail what actually was so shocking , but the various incidents are absolutely abnormal. So for the kink value, i give it one.Otherwise, the video, photography, acting of the adults actors /actresses are simply substandard, a practical jock to people who love foreign movies.Roberto, the main character, has full spectrum of emotions but exaggerated to the point of being unbelievable.however, the children in the movie are mostly 3/4 years old, and they are genuine and the movie provides glimpse of the Italian life..",Successful
0,566,0,3.3567878143792E-07,"Deathstalker is directed by John Watson and it stars Rick Hill, who is some kind of body builder and famous of that, if I have understood right? The plot follows as Deathstalker (Hill) tries to get something back from the evil lord, and he has to travel to the lord's cave. He meets many dwarfs and monsters during his journey, and the settings are very close to Tolkien, and of course Conan the Barbarian. This is a rip off of huge success of Conan, and even though this is very stupid film, it has many nice trash merits and is recommended for trash fans and tolerating film junkies!<br /><br />There are no many cinematic merits in this film. Couple of scenes are almost atmospheric and fascinating, but what Deathstalker concentrates to show, are nude females and huge muscles of Hill. Females are usually helpless victims and very stupid, too, so this is very macho film and thus may not please many feminists! The fight scenes are nothing special and pretty dull, and the monsters are not either anything special. And all the other aspects of the film are also very amateurish and badly done, but what did you expect from low budget effort like this? This tries to be as great as Conan but fails pretty miserably. As I said, this can please fans of turkey cinema but no one else. This belongs to the category it's so bad it's great!<br /><br />Deathstalker is still not as near as bad as it could be, and as a turkey film, I appreciate this almost as much as other turkeys, enjoyable ones of course! If bad films are your cup of tea, then try this and have fun, but if you don't understand ""enjoyably bad films"" then stay away. And if somebody can't stand large amount of nudity, then stay away as well. There is more nudity here than violence, and due to these scenes, the film has an R rating. Otherwise this could be some safe PG family film!<br /><br />4/10",1,0.536135556836417,"Deathstalker is directed by John Watson and it stars Rick Hill, who is some kind of body builder and famous of that, if I have understood right? The plot follows as Deathstalker (Hill) tries to get something back from the evil lord, and he has to travel to the lord's cave. He meets many dwarfs and monsters during his journey, and the settings are very close to Tolkien, and of course Conan the Barbarian. This is a rip off of huge success of Conan, and even though this is very jackass film, it has many nice trash merits and is recommended for trash fans and tolerating film junkies!<br /><br />There are no many cinematic merits in this film. Couple of scenes are almost atmospheric and fascinating, but what Deathstalker concentrates to show, are nude females and huge muscles of Hill. Females are usually helpless victims and very preposterous, too, so this is very macho film and thus may not please many feminists! The fight scenes are nothing special and pretty humdrum, and the monsters are not either anything special. And all the other aspects of the film are also very amateurish and badly done, but what did you expect from low budget works like this? This tries to be as great as Conan but disappoint pretty miserably. As I said, this can please fans of ankara cinema but no one else. This belongs to the category it's so hurt it's great!<br /><br />Deathstalker is still not as near as inauspicious as it could be, and as a turkey film, I appreciate this almost as much as other turkeys, enjoyable ones of course! If bad films are your cup of tea, then try this and have fun, but if you don't understand ""enjoyably bad films"" then stay away. And if somebody can't stand large amount of nudity, then stay away as well. There is more nudity here than violence, and due to these scenes, the film has an R rating. Otherwise this could be some safe PG family film!<br /><br />4/10",Successful
0,253,0,0.015847544585836,"The First Power (1990) was a terrible film that came out during the late 80's/ early 90's era of cheaply made horror films. I found this movie very boring but extremely hilarious in some parts. This movie lacks so much sense and credibility that it ain't even funny. The swift justice system in this film makes Texas look weak by comparison. Lou Diamond Phillips is in way over his head with this role (he plays a hard-boiled cop) and Tracey Griffith (Melanie's more attractive sister) plays a psychic. Don't waste your time with this one because it's bad. What a minute, I take it back. This movie makes a great party film. Check out the switchblade crucifix packing nun, she has the nicest legs I've ever seen on a Nun that wasn't in a Jesus Franco nunsploitation flick. Yeow!<br /><br />This marked an end of an era for L.D.P. His star was tarnished and he couldn't draw flies to a dung heap. It was D.T.V. for him until his ""ressurection"" a few years later.<br /><br />Not recommended unless you're desperate.",1,0.79165214459917,"The First Power (1990) was a terrible film that came out during the late 80's/ early 90's era of cheaply made horror films. I found this movie very grim but extremely hilarious in some parts. This movie lacks so much sense and credibility that it ain't even funny. The swift justice system in this film makes Texas look weak by comparison. Lou Diamond Phillips is in way over his head with this role (he plays a hard-boiled cop) and Tracey Griffith (Melanie's more attractive sister) plays a psychic. Don't wasting your time with this one because it's bad. What a minute, I take it back. This movie makes a great party film. Check out the switchblade crucifix packing nun, she has the nicest legs I've ever seen on a Nun that wasn't in a Jesus Franco nunsploitation flick. Yeow!<br /><br />This marked an end of an era for L.D.P. His star was tarnished and he couldn't draw flies to a dung heap. It was D.T.V. for him until his ""ressurection"" a few years later.<br /><br />Not recommended unless you're desperate.",Successful
0,1,1,0.999999998268884,"I saw this movie, just now, not when it was released and hailed as best picture of the year here in Israel. and to summarize everything right now, I will just say: this is not a good film.<br /><br />This is Dror Shaul's second feature film, and I have to admit that his first and the TV drama he made before this picture are much better. further more, this is his first attempt at directing a drama. the early works were comedies, and were funny and effective.<br /><br />The first thing you have to know if you'll ever see this film: Israel of the 21st century hates the kibbutz and the values it represented since the formation of the state of Israel. the real situation of the kibbutzim is very dire, and some of them disappear one by one. the kibbutz, Hebrew word for collective, was a sort of village for members only, where the values of equality and socialism were the dogma for everyday life. with the change in social values with time, it seems now that the kibbutz was a place where the human spirit was repressed, locked within the dogma rules, with no ticket out. the entrance of capitalist values and way of life in the 90's and so far made it very hard on the kibbutzim to survive. the crazy mother in the film is the central metaphor for that.<br /><br />But, I regard this film as having nothing to do with nostalgia for the good old days of the kibbutz. once, it was a dream of every young couple to live in a kibbutz and raise children in this quite and beautiful environment. but the film shows the opposite. that the kibbutz, with it's socialist dogma, was a place sort of like a cult of crazy people, with crazy ideas that undermine the freedom of each individual within the collective. this is the central philosophy of post modern capitalism: your individuality is the most important thing. you must place yourself in the center, and no one else but you is the matter. this is the philosophy the film stands for, and that's just it's first sin.<br /><br />If you disagree with me on the political side, I'm sure you will agree that the acting, the tone of the film, it's script and it's direction are the four sins that follow. the film has no real visual text and none of it's shots is something to remember. it is also very ""delicate"", a delicacy that is no more than artsy fartsy attempt to provoke emotions, which do not surface, not in the film and not with the viewer. it brings nothing but boredom.<br /><br />Can someone please explain: why this film won so many prizes? maybe because it shows that Israel is in line with the rest of the world, hating socialist and human values? or maybe it shows that Israel is a ""delicate"" place, not giving in to dogmas and fanaticism? that we are basically very human and good people, capable of emotions, especially when they are fake ones, just like capitalism expects us to be? or maybe because it tells one of the biggest lies of Israeli cinema in recent years, a lie that undermines the justification of the existence of the Jewish state? no matter what the answer is, it's not a good one. not for the world, not for human values and not for the Jews.",1,0.999999998268884,"I saw this movie, just now, not when it was released and hailed as best picture of the year here in Israel. and to summarize everything right now, I will just say: this is not a good film.<br /><br />This is Dror Shaul's second feature film, and I have to admit that his first and the TV drama he made before this picture are much better. further more, this is his first attempt at directing a drama. the early works were comedies, and were funny and effective.<br /><br />The first thing you have to know if you'll ever see this film: Israel of the 21st century hates the kibbutz and the values it represented since the formation of the state of Israel. the real situation of the kibbutzim is very dire, and some of them disappear one by one. the kibbutz, Hebrew word for collective, was a sort of village for members only, where the values of equality and socialism were the dogma for everyday life. with the change in social values with time, it seems now that the kibbutz was a place where the human spirit was repressed, locked within the dogma rules, with no ticket out. the entrance of capitalist values and way of life in the 90's and so far made it very hard on the kibbutzim to survive. the crazy mother in the film is the central metaphor for that.<br /><br />But, I regard this film as having nothing to do with nostalgia for the good old days of the kibbutz. once, it was a dream of every young couple to live in a kibbutz and raise children in this quite and beautiful environment. but the film shows the opposite. that the kibbutz, with it's socialist dogma, was a place sort of like a cult of crazy people, with crazy ideas that undermine the freedom of each individual within the collective. this is the central philosophy of post modern capitalism: your individuality is the most important thing. you must place yourself in the center, and no one else but you is the matter. this is the philosophy the film stands for, and that's just it's first sin.<br /><br />If you disagree with me on the political side, I'm sure you will agree that the acting, the tone of the film, it's script and it's direction are the four sins that follow. the film has no real visual text and none of it's shots is something to remember. it is also very ""delicate"", a delicacy that is no more than artsy fartsy attempt to provoke emotions, which do not surface, not in the film and not with the viewer. it brings nothing but boredom.<br /><br />Can someone please explain: why this film won so many prizes? maybe because it shows that Israel is in line with the rest of the world, hating socialist and human values? or maybe it shows that Israel is a ""delicate"" place, not giving in to dogmas and fanaticism? that we are basically very human and good people, capable of emotions, especially when they are fake ones, just like capitalism expects us to be? or maybe because it tells one of the biggest lies of Israeli cinema in recent years, a lie that undermines the justification of the existence of the Jewish state? no matter what the answer is, it's not a good one. not for the world, not for human values and not for the Jews.",Skipped
1,271,1,0.00251867899035,"This movie is one of the sleepers of all time. I gave it a 10 rating. The story is of the famed 'Bushwhackers' out of Missouri that fought on the side of the South during the War Between the States. The clothing they wore were authentic, the history and why they fought is very accurate and well researched. There was actually one of the battles that did not take place as they depicted... but not bad for Hollywood. The actors were well cast and were either the most brilliant of actors or the director really know how to get the best from them. I suspect it was a combination of great directing, super casting to find the right people and excellent performing by the actors. Not just one or two... this movie really jelled! It has action, romance, suspense, good guys and bad guys (sometimes depending on your individual perspective) and history all rolled into one movie. Even has the future Spiderman and Jewel. And she's good!",0,0.661140919079348,"This movie is one of the sleepers of all time. I gave it a 10 rating. The story is of the famed 'Bushwhackers' out of Missouri that fought on the side of the South during the War Between the States. The clothing they wore were authentic, the history and why they fought is very accurate and well researched. There was actually one of the battles that did not take place as they depicted... but not bad for Hollywood. The actors were well cast and were either the most shiny of actors or the director really know how to get the biggest from them. I suspect it was a combination of great directing, super casting to find the right people and tremendous performing by the actors. Not just one or two... this movie really jelled! It has action, romance, suspense, good guys and bad guys (sometimes depending on your individual perspective) and history all rolled into one movie. Even has the future Spiderman and Jewel. And she's good!",Successful
0,633,0,3.42265057184932E-07,"Surprisingly enough does movie does have some redeeming quality in it when it moves toward its end. For the other part this movie is being a really bad and lame one, with a small budget, insultingly bad written script and everything that goes with it.<br /><br />It's silly that with all the money going around in the Christian circles they never can seem to get sufficient funds to make a decent movie with. I'm not a religious, so I couldn't care less really but film-making does some like a good tool to reach a new audience for churches and getting people more interested and curious in reading the bible for instance. In that regard these movies always seem like a wasted opportunity.<br /><br />The low budget does really hurt the movie and brings it down. It makes the movie laughable to watch with its effects and it just gives the overall movie a campy B-movie like feeling.<br /><br />But what's hurting this movie more is its writing. The stuff that just happens in this movie is just insulting to the intelligence and then I'm not even complaining or talking about the religious aspects of the whole story. The way the movie progresses is just so improbable and the people within this movie do such highly unlikely things that it's being insulting to its viewers.<br /><br />I also hated how the movie was being like a soap opera at times. Seemed to me that they simply had a hard time turning this into a full length movie and they added in some characters and dramatic developments just to fill things up. I just couldn't cared less really at times.<br /><br />Still it needs to be said that the movie gets more solid and steady toward its end, when its story gets more focused on its essence. Still it remains predictable all but it prevented this movie from being a complete wreck to watch and as far as these type of movies are concerned, there are far worser one to watch out there, though I don't think this movie will win over any new souls.<br /><br />4/10",1,0.624499833055453,"Surprisingly enough does movie does have some redeeming quality in it when it moves toward its end. For the other part this movie is being a really dirty and unhappy one, with a small budget, insultingly dirty written script and everything that goes with it.<br /><br />It's silly that with all the resources going around in the Christian circles they never can seem to get sufficient funds to make a decent movie with. I'm not a religious, so I couldn't care less really but film-making does some like a good tool to reach a new audience for churches and getting people more interested and curious in reading the bible for instance. In that regard these movies always seem like a wasted opportunity.<br /><br />The low budget does really hurt the movie and brings it down. It makes the movie laughable to watch with its effects and it just gives the overall movie a campy B-movie like feeling.<br /><br />But what's hurting this movie more is its writing. The stuff that just happens in this movie is just insulting to the intelligence and then I'm not even complaining or talking about the religious aspects of the whole story. The way the movie progresses is just so improbable and the people within this movie do such highly unlikely things that it's being insulting to its viewers.<br /><br />I also hating how the movie was being like a soap opera at times. Seemed to me that they simply had a hard time turning this into a full length movie and they added in some characters and dramatic developments just to fill things up. I just couldn't cared less really at times.<br /><br />Still it needs to be said that the movie gets more solid and steady toward its end, when its story gets more focused on its essence. Still it remains waited all but it prevented this movie from being a complete wreck to watch and as highly as these type of movies are concerned, there are highly worser one to watch out there, though I don't think this movie will win over any new souls.<br /><br />4/10",Successful
0,604,0,1.16726528442968E-08,"When I heard the plot for this movie I simply had to see it, I mean whole cities being wiped out by killer tomatoes! Sadly the title is about as funny as it gets.<br /><br />Led by Detective Dick Mason, a special team of military and scientists (including Greg Colburn who never takes his SCUBA outfit off and Lt. Finletter who is never pictured without his parachute trailing behind) 'Attack Of The Killer Tomatoes' is a parody of B-Movies, in particular Japanese horror of the 1950's. The film begins with a standard sized tomato being discovered by a women washing up in her kitchen before we find ourselves in a middle of a crime scene as the tomato has supposedly murdered this lady, and let me tell you it doesn't get any saner as the film progresses! To be fair there are a couple of funny moments, for instance anytime the Japanese scientist Dr Nokitofa speaks his voice is dubbed over in an American accent, or when disguise expert Sam Smith infiltrates the tomatoes 'hey, can somebody please pass the ketchup?'. Equally this film was probably a lot funnier in 1978 with the whole so bad its good concept. Unfortunately for 'Attack Of The Killer Tomatoes' spoof films such as the 'Airplane' and 'Naked Gun' series have been released and done this kind of comedy a lot better since.<br /><br />The acting is atrocious; there is zero continuity in the editing and it just feels genuinely slow and lacking energy. For a parody film to work you need a lot of things happening at once, one gag after the over. The singing in the film seems pointless and the adverts for the furniture store that flash across the screen are damn right bizarre, even for this film. Ultimately, however, you can see why this film is a cult one; I can't see many people being indifferent to it. Unfortunately terrible would be the way I would sum this up.",1,0.61686521639826,"When I heard the plot for this movie I simply had to see it, I wherewithal whole cities being wiped out by killer tomatoes! Miserably the title is about as funny as it gets.<br /><br />Led by Detective Dick Mason, a special team of military and scientists (including Greg Colburn who never takes his SCUBA outfit off and Lt. Finletter who is never pictured without his parachute trailing behind) 'Attack Of The Killer Tomatoes' is a parody of B-Movies, in particular Japanese horror of the 1950's. The film begins with a standard sized tomato being discovered by a women washing up in her kitchen before we find ourselves in a middle of a crime scene as the tomato has supposedly murdered this lady, and gonna me tell you it doesn't get any saner as the film progresses! To be honest there are a couple of funny moments, for instance anytime the Japanese scientist Dr Nokitofa speaks his voice is dubbed over in an American accent, or when disguise expert Sam Smith infiltrates the tomatoes 'hey, can somebody please pass the ketchup?'. Equally this film was probably a lot funnier in 1978 with the whole so dirty its good concept. Atrociously for 'Attack Of The Killer Tomatoes' spoof films such as the 'Airplane' and 'Naked Gun' series have been released and done this kind of comedy a lot better since.<ab /><ab />The acting is infamous; there is zero continuity in the edit and it just feels genuinely slow and lacking energy. For a parody film to work you need a lot of things happening at once, one gag after the over. The singing in the film seems absurdity and the adverts for the furniture store that flash across the screen are damn right intrigued, even for this film. Finally, however, you can see why this film is a cult one; I can't see many people being indifferent to it. Unfortunately outrageous would be the way I would sum this up.",Successful
1,558,1,0.003382984678955,"Pickup On South Street is one of the most brilliant movies ever made. An example of the directing: When Candy (Jean Peters) starts going through her purse and notices her wallet is missing, an alarm goes off in the background in the building she's in -- as if it's an alarm going off in her head. It's not cartoon-like -- it's subtly woven into the background in a way that strikes you on a subconscious level until you've seen the film a few times and it just ""clicks"" that there's an alarm bell going off when she starts frantically going through her bag.<br /><br />Richard Widmark is way on top of his game as a smart-alec -- he's really great -- but the highlight performance of the film was the first scene for ""Moe,"" the street peddler/informer, played by Thelma Ritter. Later, in her apartment, you are not seeing a movie -- you're seeing a real person. I've never seen anyone ""act"" so real I felt like I was looking into a real room until Ritter's performance -- right down to the way her hair stuck out a bit when she removed her hat. <br /><br />About a million other things just *worked,* from the way Lightning Louie picks up money with his chopsticks to the way Candy's jewelry clicks when she flicks Moe's hand away from her brooch, to the way Moe gets the dollars and change from the police captain across the FBI guy's chest -- and even the way the captain opens his filing cabinet, like he's been doing it in that way in that room for many years. ""Pickup On South Street"" is detailed moves (directing) with consummate performances (acting) and superb now-nostalgic visuals of the day, such as the panel truck, the boards leading to the shack out on the water, the dumbwaiter, -- and the unforgettable place Skip stashes his pocket pickings. Wonderful stuff.<br /><br />""Pickup On South Street"" is also one of the few movies where, even though the characters aren't perfect, you do care about them -- perhaps because they have been somewhat branded by their pasts in ways that are hard to escape: Skip as a ""three-time loser"" and Candy as a youngish woman who has ""knocked around"" a lot. When these people behave a little more badly than you'd expect, it's in sort of novel ways that make it seem you're looking in at people you'd never otherwise imagine -- and yet you know that they are possible because the actors make them so recognizably human.",0,0.537495676174591,"Pickup On South Street is one of the most shiny movies ever made. An example of the directing: When Candy (Jean Peters) starts going through her purse and notices her wallet is missing, an alarm goes off in the background in the building she's in -- as if it's an alarm going off in her head. It's not cartoon-like -- it's subtly woven into the background in a way that strikes you on a subconscious level until you've seen the film a few times and it just ""clicks"" that there's an alarm bell going off when she starts frantically going through her bag.<br /><br />Richard Widmark is way on top of his game as a smart-alec -- he's really huge -- but the highlight performance of the film was the first scene for ""Moe,"" the street peddler/informer, played by Thelma Ritter. Later, in her apartment, you are not seeing a movie -- you're seeing a real person. I've never seen anyone ""act"" so real I felt like I was looking into a real room until Ritter's performance -- right down to the way her hair stuck out a bit when she removed her hat. <br /><br />About a million other things just *worked,* from the way Lightning Louie picks up money with his chopsticks to the way Candy's jewelry clicks when she flicks Moe's hand away from her brooch, to the way Moe gets the dollars and change from the police captain across the FBI guy's chest -- and even the way the captain opens his filing cabinet, like he's been doing it in that way in that room for many years. ""Pickup On South Street"" is detailed moves (directing) with consummate performances (acting) and excellent now-nostalgic visuals of the day, such as the panel truck, the boards leading to the shack out on the water, the dumbwaiter, -- and the unforgettable place Skip stashes his pocket pickings. Wonderful stuff.<br /><br />""Pickup On South Street"" is also one of the few movies where, even though the characters aren't perfect, you do care about them -- perhaps because they have been somewhat branded by their pasts in ways that are hard to escape: Skip as a ""three-time loser"" and Candy as a youngish woman who has ""knocked around"" a lot. When these people behave a little more badly than you'd expect, it's in sort of novel ways that make it seem you're looking in at people you'd never otherwise imagine -- and yet you know that they are possible because the actors make them so recognizably human.",Successful
